Month,Purpose,Count
Oct-2000,Employment,4190
Nov-2000,Employment,4120
Dec-2000,Employment,3320
Jan-2001,Employment,5540
Feb-2001,Employment,4600
Mar-2001,Employment,3890
Apr-2001,Employment,3490
May-2001,Employment,3240
Jun-2001,Employment,3190
Jul-2001,Employment,4900
Aug-2001,Employment,4690
Sep-2001,Employment,5530
Oct-2001,Employment,6780
Nov-2001,Employment,5030
Dec-2001,Employment,5910
Jan-2002,Employment,9030
Feb-2002,Employment,7210
Mar-2002,Employment,9570
Apr-2002,Employment,8500
May-2002,Employment,6530
Jun-2002,Employment,5650
Jul-2002,Employment,5650
Aug-2002,Employment,6410
Sep-2002,Employment,6590
Oct-2002,Employment,6140
Nov-2002,Employment,6140
Dec-2002,Employment,4430
Jan-2003,Employment,7380
Feb-2003,Employment,5860
Mar-2003,Employment,5020
Apr-2003,Employment,4210
May-2003,Employment,4310
Jun-2003,Employment,5460
Jul-2003,Employment,8120
Aug-2003,Employment,8120
Sep-2003,Employment,8600
Oct-2003,Employment,9660
Nov-2003,Employment,8620
Dec-2003,Employment,8530
Jan-2004,Employment,12120
Feb-2004,Employment,10370
Mar-2004,Employment,8360
Apr-2004,Employment,8810
May-2004,Employment,9050
Jun-2004,Employment,9050
Jul-2004,Employment,6880
Aug-2004,Employment,6120
Sep-2004,Employment,6130
Oct-2004,Employment,7550
Nov-2004,Employment,7640
Dec-2004,Employment,7210
Jan-2005,Employment,8960
Feb-2005,Employment,6570
Mar-2005,Employment,8600
Apr-2005,Employment,6460
May-2005,Employment,6240
Jun-2005,Employment,7430
Jul-2005,Employment,9860
Aug-2005,Employment,11130
Sep-2005,Employment,10450
Oct-2005,Employment,13860
Nov-2005,Employment,11950
Dec-2005,Employment,14010
Jan-2006,Employment,14700
Feb-2006,Employment,12200
Mar-2006,Employment,12690
Apr-2006,Employment,12930
May-2006,Employment,12650
Jun-2006,Employment,12850
Jul-2006,Employment,14370
Aug-2006,Employment,13570
Sep-2006,Employment,14440
Oct-2006,Employment,15240
Nov-2006,Employment,14900
Dec-2006,Employment,17950
Jan-2007,Employment,16260
Feb-2007,Employment,14710
Mar-2007,Employment,14710
Apr-2007,Employment,14020
May-2007,Employment,13680
Jun-2007,Employment,13790
Jul-2007,Employment,13820
Aug-2007,Employment,15530
Sep-2007,Employment,14620
Oct-2007,Employment,14680
Nov-2007,Employment,17290
Dec-2007,Employment,17530
Jan-2008,Employment,18450
Feb-2008,Employment,18200
Mar-2008,Employment,16260
Apr-2008,Employment,15670
May-2008,Employment,13440
Jun-2008,Employment,15770
Jul-2008,Employment,15830
Aug-2008,Employment,15250
Sep-2008,Employment,16670
Oct-2008,Employment,15950
Nov-2008,Employment,16070
Dec-2008,Employment,17800
Jan-2009,Employment,19990
Feb-2009,Employment,16810
Mar-2009,Employment,16150
Apr-2009,Employment,15060
May-2009,Employment,13640
Jun-2009,Employment,13240
Jul-2009,Employment,13970
Aug-2009,Employment,15330
Sep-2009,Employment,15640
Oct-2009,Employment,15490
Nov-2009,Employment,14920
Dec-2009,Employment,16760
Jan-2010,Employment,18970
Feb-2010,Employment,17680
Mar-2010,Employment,16870
Apr-2010,Employment,14750
May-2010,Employment,13450
Jun-2010,Employment,14690
Jul-2010,Employment,15690
Aug-2010,Employment,15000
Sep-2010,Employment,16900
Oct-2010,Employment,16380
Nov-2010,Employment,16910
Dec-2010,Employment,17280
Jan-2011,Employment,20440
Feb-2011,Employment,20020
Mar-2011,Employment,17000
Apr-2011,Employment,16290
May-2011,Employment,15650
Jun-2011,Employment,16130
Jul-2011,Employment,17200
Aug-2011,Employment,17590
Sep-2011,Employment,18900
Oct-2011,Employment,20820
Nov-2011,Employment,18710
Dec-2011,Employment,18060
Jan-2012,Employment,24990
Feb-2012,Employment,19950
Mar-2012,Employment,19980
Apr-2012,Employment,20390
May-2012,Employment,17670
Jun-2012,Employment,18320
Jul-2012,Employment,19040
Aug-2012,Employment,22600
Sep-2012,Employment,18840
Oct-2012,Employment,19310
Nov-2012,Employment,17240
Dec-2012,Employment,17640
Jan-2013,Employment,27260
Feb-2013,Employment,19860
Mar-2013,Employment,21360
Apr-2013,Employment,19150
May-2013,Employment,15060
Jun-2013,Employment,16660
Jul-2013,Employment,16390
Aug-2013,Employment,17120
Sep-2013,Employment,18360
Oct-2013,Employment,19750
Nov-2013,Employment,17800
Dec-2013,Employment,17320
Jan-2014,Employment,27930
Feb-2014,Employment,20630
Mar-2014,Employment,18370
Apr-2014,Employment,16800
May-2014,Employment,14930
Jun-2014,Employment,14970
Jul-2014,Employment,16540
Aug-2014,Employment,17060
Sep-2014,Employment,19010
Oct-2014,Employment,29010
Nov-2014,Employment,26070
Dec-2014,Employment,33500
Jan-2015,Employment,32370
Feb-2015,Employment,31270
Mar-2015,Employment,24110
Apr-2015,Employment,26120
May-2015,Employment,25370
Jun-2015,Employment,25130
Jul-2015,Employment,28250
Aug-2015,Employment,26710
Sep-2015,Employment,21990
Oct-2015,Employment,21260
Nov-2015,Employment,27090
Dec-2015,Employment,27430
Jan-2016,Employment,26490
Feb-2016,Employment,23670
Mar-2016,Employment,23260
Apr-2016,Employment,18450
May-2016,Employment,18240
Jun-2016,Employment,20010
Jul-2016,Employment,23400
Aug-2016,Employment,19600
Sep-2016,Employment,23770
Oct-2016,Employment,31860
Nov-2016,Employment,22330
Dec-2016,Employment,28100
Jan-2017,Employment,35110
Feb-2017,Employment,31630
Mar-2017,Employment,21010
Apr-2017,Employment,22200
May-2017,Employment,18350
Jun-2017,Employment,22900
Jul-2017,Employment,16780
Aug-2017,Employment,17610
Sep-2017,Employment,19880
Oct-2017,Employment,19550
Nov-2017,Employment,17190
Dec-2017,Employment,14410
Jan-2018,Employment,25330
Feb-2018,Employment,17550
Mar-2018,Employment,17980
Apr-2018,Employment,17270
May-2018,Employment,15580
Jun-2018,Employment,15270
Jul-2018,Employment,14260
Aug-2018,Employment,15790
Sep-2018,Employment,19060
Oct-2018,Employment,18460
Nov-2018,Employment,17430
Dec-2018,Employment,14860
Jan-2019,Employment,26580
Feb-2019,Employment,20300
Mar-2019,Employment,17360
Apr-2019,Employment,14970
May-2019,Employment,17140
Jun-2019,Employment,15910
Jul-2019,Employment,14520
Aug-2019,Employment,16360
Sep-2019,Employment,19280
Oct-2019,Employment,19610
Nov-2019,Employment,18840
Dec-2019,Employment,14780
Jan-2020,Employment,29800
Feb-2020,Employment,20320
Mar-2020,Employment,10980
Apr-2020,Employment,160
May-2020,Employment,280
Jun-2020,Employment,570
Jul-2020,Employment,450
Aug-2020,Employment,480
Sep-2020,Employment,790
Oct-2020,Employment,1160
Nov-2020,Employment,1120
Dec-2020,Employment,1110
Jan-2021,Employment,1450
Feb-2021,Employment,1140
Mar-2021,Employment,1800
Apr-2021,Employment,2040
May-2021,Employment,2650
Jun-2021,Employment,2630
Jul-2021,Employment,1520
Aug-2021,Employment,1800
Sep-2021,Employment,1440
Oct-2021,Employment,1870
Nov-2021,Employment,1780
Dec-2021,Employment,2630
Jan-2022,Employment,4860
Feb-2022,Employment,5450
Mar-2022,Employment,8490
Apr-2022,Employment,9430
May-2022,Employment,10750
Jun-2022,Employment,11510
Jul-2022,Employment,11400
Aug-2022,Employment,15190
Sep-2022,Employment,17500
Oct-2022,Employment,17860
Nov-2022,Employment,20780
Dec-2022,Employment,16740
Jan-2023,Employment,27350
Feb-2023,Employment,25640
Mar-2023,Employment,24440
Apr-2023,Employment,20950
May-2023,Employment,21500
Jun-2023,Employment,22860
Jul-2023,Employment,20070
Aug-2023,Employment,23180
Sep-2023,Employment,26620
Oct-2023,Employment,26170
Nov-2023,Employment,28030
Dec-2023,Employment,20820
Jan-2024,Employment,39980
Feb-2024,Employment,31150
Mar-2024,Employment,29530
Apr-2024,Employment,25760
May-2024,Employment,24820
Jun-2024,Employment,24140
Jul-2024,Employment,21710
Aug-2024,Employment,24080
Sep-2024,Employment,28570
Oct-2024,Employment,27360
Nov-2024,Employment,27950
Dec-2024,Employment,22660
Jan-2025,Employment,42960
Feb-2025,Employment,33410
Mar-2025,Employment,30950
Apr-2025,Employment,26980
May-2025,Employment,26850
Jun-2025,Employment,26830
Jul-2025,Employment,24750
Aug-2025,Employment,27580
Jan-1991,Education,9860
Feb-1991,Education,10890
Mar-1991,Education,3690
Apr-1991,Education,4190
May-1991,Education,2830
Jun-1991,Education,3270
Jul-1991,Education,7380
Aug-1991,Education,3860
Sep-1991,Education,4000
Oct-1991,Education,3510
Nov-1991,Education,1990
Dec-1991,Education,1970
Jan-1992,Education,10020
Feb-1992,Education,13500
Mar-1992,Education,3060
Apr-1992,Education,4700
May-1992,Education,2610
Jun-1992,Education,2920
Jul-1992,Education,10200
Aug-1992,Education,3280
Sep-1992,Education,2950
Oct-1992,Education,3930
Nov-1992,Education,1960
Dec-1992,Education,2200
Jan-1993,Education,10330
Feb-1993,Education,14870
Mar-1993,Education,2850
Apr-1993,Education,4360
May-1993,Education,2680
Jun-1993,Education,3330
Jul-1993,Education,12790
Aug-1993,Education,3720
Sep-1993,Education,3660
Oct-1993,Education,5400
Nov-1993,Education,2510
Dec-1993,Education,2220
Jan-1994,Education,13140
Feb-1994,Education,16600
Mar-1994,Education,3800
Apr-1994,Education,6600
May-1994,Education,3460
Jun-1994,Education,4570
Jul-1994,Education,15380
Aug-1994,Education,3930
Sep-1994,Education,4420
Oct-1994,Education,6380
Nov-1994,Education,2640
Dec-1994,Education,2460
Jan-1995,Education,12350
Feb-1995,Education,20420
Mar-1995,Education,4210
Apr-1995,Education,6800
May-1995,Education,3800
Jun-1995,Education,5780
Jul-1995,Education,19620
Aug-1995,Education,4550
Sep-1995,Education,5540
Oct-1995,Education,7640
Nov-1995,Education,3570
Dec-1995,Education,3500
Jan-1996,Education,19590
Feb-1996,Education,24090
Mar-1996,Education,9060
Apr-1996,Education,9330
May-1996,Education,4650
Jun-1996,Education,7190
Jul-1996,Education,25930
Aug-1996,Education,6470
Sep-1996,Education,6710
Oct-1996,Education,8870
Nov-1996,Education,4850
Dec-1996,Education,4310
Jan-1997,Education,23070
Feb-1997,Education,26850
Mar-1997,Education,10140
Apr-1997,Education,9650
May-1997,Education,5110
Jun-1997,Education,8000
Jul-1997,Education,29450
Aug-1997,Education,7550
Sep-1997,Education,6680
Oct-1997,Education,9220
Nov-1997,Education,4230
Dec-1997,Education,3560
Jan-1998,Education,17800
Feb-1998,Education,30320
Mar-1998,Education,7640
Apr-1998,Education,8360
May-1998,Education,4900
Jun-1998,Education,7420
Jul-1998,Education,25460
Aug-1998,Education,7660
Sep-1998,Education,6040
Oct-1998,Education,9450
Nov-1998,Education,4950
Dec-1998,Education,4780
Jan-1999,Education,21890
Feb-1999,Education,29320
Mar-1999,Education,8370
Apr-1999,Education,9440
May-1999,Education,6620
Jun-1999,Education,9670
Jul-1999,Education,29290
Aug-1999,Education,7520
Sep-1999,Education,7510
Oct-1999,Education,10810
Nov-1999,Education,5800
Dec-1999,Education,6490
Jan-2000,Education,22870
Feb-2000,Education,33240
Mar-2000,Education,9140
Apr-2000,Education,9840
May-2000,Education,9100
Jun-2000,Education,11530
Jul-2000,Education,34570
Aug-2000,Education,8280
Sep-2000,Education,11530
Oct-2000,Education,14650
Nov-2000,Education,7770
Dec-2000,Education,7760
Jan-2001,Education,26570
Feb-2001,Education,39980
Mar-2001,Education,13460
Apr-2001,Education,13620
May-2001,Education,7700
Jun-2001,Education,15760
Jul-2001,Education,42220
Aug-2001,Education,11730
Sep-2001,Education,10510
Oct-2001,Education,13350
Nov-2001,Education,6950
Dec-2001,Education,7780
Jan-2002,Education,29120
Feb-2002,Education,36960
Mar-2002,Education,16450
Apr-2002,Education,13170
May-2002,Education,9190
Jun-2002,Education,14150
Jul-2002,Education,44900
Aug-2002,Education,13720
Sep-2002,Education,11080
Oct-2002,Education,14830
Nov-2002,Education,8490
Dec-2002,Education,6880
Jan-2003,Education,30040
Feb-2003,Education,45450
Mar-2003,Education,17260
Apr-2003,Education,9780
May-2003,Education,7950
Jun-2003,Education,12480
Jul-2003,Education,42030
Aug-2003,Education,13960
Sep-2003,Education,12940
Oct-2003,Education,15950
Nov-2003,Education,9690
Dec-2003,Education,8130
Jan-2004,Education,34900
Feb-2004,Education,51970
Mar-2004,Education,17260
Apr-2004,Education,16430
May-2004,Education,10100
Jun-2004,Education,16420
Jul-2004,Education,53030
Aug-2004,Education,15700
Sep-2004,Education,12210
Oct-2004,Education,15900
Nov-2004,Education,9850
Dec-2004,Education,9300
Jan-2005,Education,38530
Feb-2005,Education,54010
Mar-2005,Education,17710
Apr-2005,Education,15380
May-2005,Education,10460
Jun-2005,Education,15830
Jul-2005,Education,57580
Aug-2005,Education,16270
Sep-2005,Education,14670
Oct-2005,Education,15130
Nov-2005,Education,11400
Dec-2005,Education,11140
Jan-2006,Education,35310
Feb-2006,Education,60850
Mar-2006,Education,18180
Apr-2006,Education,16100
May-2006,Education,11250
Jun-2006,Education,18070
Jul-2006,Education,57840
Aug-2006,Education,17110
Sep-2006,Education,14730
Oct-2006,Education,16440
Nov-2006,Education,12980
Dec-2006,Education,11420
Jan-2007,Education,40490
Feb-2007,Education,54750
Mar-2007,Education,24640
Apr-2007,Education,18020
May-2007,Education,12630
Jun-2007,Education,20320
Jul-2007,Education,57910
Aug-2007,Education,18160
Sep-2007,Education,15700
Oct-2007,Education,16880
Nov-2007,Education,13440
Dec-2007,Education,11730
Jan-2008,Education,41070
Feb-2008,Education,61420
Mar-2008,Education,26940
Apr-2008,Education,15970
May-2008,Education,11770
Jun-2008,Education,17510
Jul-2008,Education,58030
Aug-2008,Education,21150
Sep-2008,Education,14000
Oct-2008,Education,18260
Nov-2008,Education,12970
Dec-2008,Education,11900
Jan-2009,Education,41330
Feb-2009,Education,68430
Mar-2009,Education,27750
Apr-2009,Education,20440
May-2009,Education,13620
Jun-2009,Education,18740
Jul-2009,Education,61040
Aug-2009,Education,21300
Sep-2009,Education,16820
Oct-2009,Education,21340
Nov-2009,Education,15590
Dec-2009,Education,13940
Jan-2010,Education,46970
Feb-2010,Education,73170
Mar-2010,Education,31690
Apr-2010,Education,19250
May-2010,Education,13240
Jun-2010,Education,20170
Jul-2010,Education,69080
Aug-2010,Education,23940
Sep-2010,Education,17870
Oct-2010,Education,19840
Nov-2010,Education,15980
Dec-2010,Education,14260
Jan-2011,Education,42520
Feb-2011,Education,85710
Mar-2011,Education,29290
Apr-2011,Education,16610
May-2011,Education,18470
Jun-2011,Education,18160
Jul-2011,Education,67120
Aug-2011,Education,23350
Sep-2011,Education,18440
Oct-2011,Education,20180
Nov-2011,Education,15590
Dec-2011,Education,15030
Jan-2012,Education,40730
Feb-2012,Education,85710
Mar-2012,Education,27950
Apr-2012,Education,19930
May-2012,Education,13310
Jun-2012,Education,19240
Jul-2012,Education,68520
Aug-2012,Education,25030
Sep-2012,Education,19970
Oct-2012,Education,18760
Nov-2012,Education,15990
Dec-2012,Education,15760
Jan-2013,Education,42550
Feb-2013,Education,74540
Mar-2013,Education,33520
Apr-2013,Education,21560
May-2013,Education,15020
Jun-2013,Education,19960
Jul-2013,Education,68010
Aug-2013,Education,27090
Sep-2013,Education,17760
Oct-2013,Education,21920
Nov-2013,Education,16770
Dec-2013,Education,14040
Jan-2014,Education,37670
Feb-2014,Education,75410
Mar-2014,Education,31760
Apr-2014,Education,19770
May-2014,Education,15660
Jun-2014,Education,19060
Jul-2014,Education,67650
Aug-2014,Education,30070
Sep-2014,Education,18230
Oct-2014,Education,26270
Nov-2014,Education,20380
Dec-2014,Education,18100
Jan-2015,Education,47760
Feb-2015,Education,73800
Mar-2015,Education,42940
Apr-2015,Education,26290
May-2015,Education,18910
Jun-2015,Education,25460
Jul-2015,Education,84530
Aug-2015,Education,34850
Sep-2015,Education,20420
Oct-2015,Education,27720
Nov-2015,Education,29880
Dec-2015,Education,26960
Jan-2016,Education,52540
Feb-2016,Education,94110
Mar-2016,Education,36620
Apr-2016,Education,27080
May-2016,Education,19350
Jun-2016,Education,24990
Jul-2016,Education,97020
Aug-2016,Education,31590
Sep-2016,Education,26920
Oct-2016,Education,41090
Nov-2016,Education,23220
Dec-2016,Education,27030
Jan-2017,Education,58920
Feb-2017,Education,120330
Mar-2017,Education,41180
Apr-2017,Education,34890
May-2017,Education,21630
Jun-2017,Education,28790
Jul-2017,Education,107400
Aug-2017,Education,35080
Sep-2017,Education,27660
Oct-2017,Education,36520
Nov-2017,Education,23840
Dec-2017,Education,23820
Jan-2018,Education,68400
Feb-2018,Education,111350
Mar-2018,Education,49290
Apr-2018,Education,38890
May-2018,Education,23610
Jun-2018,Education,31790
Jul-2018,Education,118840
Aug-2018,Education,38520
Sep-2018,Education,31580
Oct-2018,Education,36100
Nov-2018,Education,26370
Dec-2018,Education,25810
Jan-2019,Education,65240
Feb-2019,Education,121260
Mar-2019,Education,52260
Apr-2019,Education,32900
May-2019,Education,28090
Jun-2019,Education,35040
Jul-2019,Education,108020
Aug-2019,Education,48400
Sep-2019,Education,34860
Oct-2019,Education,40030
Nov-2019,Education,27160
Dec-2019,Education,27160
Jan-2020,Education,66180
Feb-2020,Education,72520
Mar-2020,Education,40680
Apr-2020,Education,30
May-2020,Education,60
Jun-2020,Education,90
Jul-2020,Education,100
Aug-2020,Education,70
Sep-2020,Education,100
Oct-2020,Education,140
Nov-2020,Education,90
Dec-2020,Education,200
Jan-2021,Education,450
Feb-2021,Education,440
Mar-2021,Education,220
Apr-2021,Education,210
May-2021,Education,340
Jun-2021,Education,320
Jul-2021,Education,490
Aug-2021,Education,140
Sep-2021,Education,60
Oct-2021,Education,80
Nov-2021,Education,240
Dec-2021,Education,5410
Jan-2022,Education,8810
Feb-2022,Education,18390
Mar-2022,Education,11190
Apr-2022,Education,9510
May-2022,Education,11700
Jun-2022,Education,13900
Jul-2022,Education,36760
Aug-2022,Education,20940
Sep-2022,Education,18860
Oct-2022,Education,16290
Nov-2022,Education,16730
Dec-2022,Education,16800
Jan-2023,Education,30920
Feb-2023,Education,74340
Mar-2023,Education,28520
Apr-2023,Education,25220
May-2023,Education,24460
Jun-2023,Education,24920
Jul-2023,Education,75610
Aug-2023,Education,33650
Sep-2023,Education,28290
Oct-2023,Education,24500
Nov-2023,Education,21720
Dec-2023,Education,23090
Jan-2024,Education,50770
Feb-2024,Education,101120
Mar-2024,Education,30810
Apr-2024,Education,31800
May-2024,Education,26400
Jun-2024,Education,25940
Jul-2024,Education,84140
Aug-2024,Education,35970
Sep-2024,Education,31350
Oct-2024,Education,27730
Nov-2024,Education,21640
Dec-2024,Education,24560
Jan-2025,Education,51110
Feb-2025,Education,119230
Mar-2025,Education,40070
Apr-2025,Education,31140
May-2025,Education,28750
Jun-2025,Education,30740
Jul-2025,Education,87070
Aug-2025,Education,46560
Jan-1991,Other & not stated,11900
Feb-1991,Other & not stated,11690
Mar-1991,Other & not stated,11510
Apr-1991,Other & not stated,7520
May-1991,Other & not stated,8630
Jun-1991,Other & not stated,6670
Jul-1991,Other & not stated,8560
Aug-1991,Other & not stated,9330
Sep-1991,Other & not stated,8040
Oct-1991,Other & not stated,8810
Nov-1991,Other & not stated,9770
Dec-1991,Other & not stated,9500
Jan-1992,Other & not stated,10740
Feb-1992,Other & not stated,10050
Mar-1992,Other & not stated,10170
Apr-1992,Other & not stated,10740
May-1992,Other & not stated,10730
Jun-1992,Other & not stated,10540
Jul-1992,Other & not stated,14170
Aug-1992,Other & not stated,13960
Sep-1992,Other & not stated,11580
Oct-1992,Other & not stated,13110
Nov-1992,Other & not stated,13250
Dec-1992,Other & not stated,15620
Jan-1993,Other & not stated,15600
Feb-1993,Other & not stated,15660
Mar-1993,Other & not stated,15210
Apr-1993,Other & not stated,13830
May-1993,Other & not stated,12770
Jun-1993,Other & not stated,13080
Jul-1993,Other & not stated,14760
Aug-1993,Other & not stated,15220
Sep-1993,Other & not stated,14920
Oct-1993,Other & not stated,9740
Nov-1993,Other & not stated,11340
Dec-1993,Other & not stated,12090
Jan-1994,Other & not stated,11710
Feb-1994,Other & not stated,11290
Mar-1994,Other & not stated,12350
Apr-1994,Other & not stated,10530
May-1994,Other & not stated,9020
Jun-1994,Other & not stated,9030
Jul-1994,Other & not stated,11390
Aug-1994,Other & not stated,11370
Sep-1994,Other & not stated,16040
Oct-1994,Other & not stated,16690
Nov-1994,Other & not stated,15690
Dec-1994,Other & not stated,15370
Jan-1995,Other & not stated,20830
Feb-1995,Other & not stated,18620
Mar-1995,Other & not stated,16030
Apr-1995,Other & not stated,14820
May-1995,Other & not stated,13940
Jun-1995,Other & not stated,16460
Jul-1995,Other & not stated,17920
Aug-1995,Other & not stated,14940
Sep-1995,Other & not stated,15700
Oct-1995,Other & not stated,16190
Nov-1995,Other & not stated,15500
Dec-1995,Other & not stated,17030
Jan-1996,Other & not stated,18360
Feb-1996,Other & not stated,17170
Mar-1996,Other & not stated,16570
Apr-1996,Other & not stated,16060
May-1996,Other & not stated,13510
Jun-1996,Other & not stated,17320
Jul-1996,Other & not stated,20250
Aug-1996,Other & not stated,17850
Sep-1996,Other & not stated,16010
Oct-1996,Other & not stated,18140
Nov-1996,Other & not stated,16800
Dec-1996,Other & not stated,17570
Jan-1997,Other & not stated,20560
Feb-1997,Other & not stated,19060
Mar-1997,Other & not stated,19380
Apr-1997,Other & not stated,19760
May-1997,Other & not stated,18820
Jun-1997,Other & not stated,17920
Jul-1997,Other & not stated,24500
Aug-1997,Other & not stated,19400
Sep-1997,Other & not stated,21940
Oct-1997,Other & not stated,22330
Nov-1997,Other & not stated,21870
Dec-1997,Other & not stated,19420
Jan-1998,Other & not stated,25340
Feb-1998,Other & not stated,18810
Mar-1998,Other & not stated,19470
Apr-1998,Other & not stated,19340
May-1998,Other & not stated,16510
Jun-1998,Other & not stated,20670
Jul-1998,Other & not stated,53870
Aug-1998,Other & not stated,51160
Sep-1998,Other & not stated,93440
Oct-1998,Other & not stated,28080
Nov-1998,Other & not stated,24780
Dec-1998,Other & not stated,31970
Jan-1999,Other & not stated,31210
Feb-1999,Other & not stated,26710
Mar-1999,Other & not stated,26050
Apr-1999,Other & not stated,25770
May-1999,Other & not stated,24890
Jun-1999,Other & not stated,26910
Jul-1999,Other & not stated,35140
Aug-1999,Other & not stated,28320
Sep-1999,Other & not stated,28970
Oct-1999,Other & not stated,33940
Nov-1999,Other & not stated,30770
Dec-1999,Other & not stated,28320
Jan-2000,Other & not stated,35590
Feb-2000,Other & not stated,31990
Mar-2000,Other & not stated,31700
Apr-2000,Other & not stated,33030
May-2000,Other & not stated,26910
Jun-2000,Other & not stated,29830
Jul-2000,Other & not stated,43300
Aug-2000,Other & not stated,34930
Sep-2000,Other & not stated,64380
Oct-2000,Other & not stated,40180
Nov-2000,Other & not stated,36500
Dec-2000,Other & not stated,36810
Jan-2001,Other & not stated,38900
Feb-2001,Other & not stated,33590
Mar-2001,Other & not stated,32340
Apr-2001,Other & not stated,31620
May-2001,Other & not stated,29310
Jun-2001,Other & not stated,31840
Jul-2001,Other & not stated,65510
Aug-2001,Other & not stated,66400
Sep-2001,Other & not stated,63490
Oct-2001,Other & not stated,65290
Nov-2001,Other & not stated,54330
Dec-2001,Other & not stated,79950
Jan-2002,Other & not stated,68000
Feb-2002,Other & not stated,72210
Mar-2002,Other & not stated,70490
Apr-2002,Other & not stated,41270
May-2002,Other & not stated,55030
Jun-2002,Other & not stated,60440
Jul-2002,Other & not stated,72490
Aug-2002,Other & not stated,68400
Sep-2002,Other & not stated,66530
Oct-2002,Other & not stated,48580
Nov-2002,Other & not stated,45730
Dec-2002,Other & not stated,49810
Jan-2003,Other & not stated,47860
Feb-2003,Other & not stated,43390
Mar-2003,Other & not stated,44510
Apr-2003,Other & not stated,35240
May-2003,Other & not stated,27980
Jun-2003,Other & not stated,33190
Jul-2003,Other & not stated,42340
Aug-2003,Other & not stated,32380
Sep-2003,Other & not stated,36270
Oct-2003,Other & not stated,42230
Nov-2003,Other & not stated,42250
Dec-2003,Other & not stated,45910
Jan-2004,Other & not stated,43050
Feb-2004,Other & not stated,40420
Mar-2004,Other & not stated,38570
Apr-2004,Other & not stated,39800
May-2004,Other & not stated,33740
Jun-2004,Other & not stated,36500
Jul-2004,Other & not stated,21810
Aug-2004,Other & not stated,13530
Sep-2004,Other & not stated,15150
Oct-2004,Other & not stated,18610
Nov-2004,Other & not stated,17590
Dec-2004,Other & not stated,15020
Jan-2005,Other & not stated,22640
Feb-2005,Other & not stated,14910
Mar-2005,Other & not stated,17180
Apr-2005,Other & not stated,16890
May-2005,Other & not stated,16410
Jun-2005,Other & not stated,16980
Jul-2005,Other & not stated,23320
Aug-2005,Other & not stated,16530
Sep-2005,Other & not stated,18120
Oct-2005,Other & not stated,19150
Nov-2005,Other & not stated,20100
Dec-2005,Other & not stated,14420
Jan-2006,Other & not stated,19820
Feb-2006,Other & not stated,19250
Mar-2006,Other & not stated,24760
Apr-2006,Other & not stated,15680
May-2006,Other & not stated,15160
Jun-2006,Other & not stated,17660
Jul-2006,Other & not stated,21000
Aug-2006,Other & not stated,15600
Sep-2006,Other & not stated,17650
Oct-2006,Other & not stated,18480
Nov-2006,Other & not stated,19320
Dec-2006,Other & not stated,14860
Jan-2007,Other & not stated,21370
Feb-2007,Other & not stated,18170
Mar-2007,Other & not stated,26420
Apr-2007,Other & not stated,17590
May-2007,Other & not stated,17510
Jun-2007,Other & not stated,18290
Jul-2007,Other & not stated,21160
Aug-2007,Other & not stated,16660
Sep-2007,Other & not stated,18390
Oct-2007,Other & not stated,20680
Nov-2007,Other & not stated,19900
Dec-2007,Other & not stated,16170
Jan-2008,Other & not stated,20690
Feb-2008,Other & not stated,20920
Mar-2008,Other & not stated,18930
Apr-2008,Other & not stated,18420
May-2008,Other & not stated,17810
Jun-2008,Other & not stated,19250
Jul-2008,Other & not stated,54620
Aug-2008,Other & not stated,18950
Sep-2008,Other & not stated,17030
Oct-2008,Other & not stated,20730
Nov-2008,Other & not stated,19690
Dec-2008,Other & not stated,16530
Jan-2009,Other & not stated,21760
Feb-2009,Other & not stated,21310
Mar-2009,Other & not stated,19200
Apr-2009,Other & not stated,18660
May-2009,Other & not stated,17010
Jun-2009,Other & not stated,17250
Jul-2009,Other & not stated,22880
Aug-2009,Other & not stated,20110
Sep-2009,Other & not stated,20980
Oct-2009,Other & not stated,23670
Nov-2009,Other & not stated,20110
Dec-2009,Other & not stated,19180
Jan-2010,Other & not stated,22230
Feb-2010,Other & not stated,21380
Mar-2010,Other & not stated,22060
Apr-2010,Other & not stated,19380
May-2010,Other & not stated,17830
Jun-2010,Other & not stated,17940
Jul-2010,Other & not stated,22690
Aug-2010,Other & not stated,19150
Sep-2010,Other & not stated,22000
Oct-2010,Other & not stated,23980
Nov-2010,Other & not stated,23210
Dec-2010,Other & not stated,19810
Jan-2011,Other & not stated,24520
Feb-2011,Other & not stated,25170
Mar-2011,Other & not stated,26080
Apr-2011,Other & not stated,19690
May-2011,Other & not stated,19570
Jun-2011,Other & not stated,21340
Jul-2011,Other & not stated,24560
Aug-2011,Other & not stated,21150
Sep-2011,Other & not stated,24100
Oct-2011,Other & not stated,25810
Nov-2011,Other & not stated,23600
Dec-2011,Other & not stated,19750
Jan-2012,Other & not stated,23030
Feb-2012,Other & not stated,23250
Mar-2012,Other & not stated,22020
Apr-2012,Other & not stated,24250
May-2012,Other & not stated,19740
Jun-2012,Other & not stated,20480
Jul-2012,Other & not stated,25470
Aug-2012,Other & not stated,20140
Sep-2012,Other & not stated,25020
Oct-2012,Other & not stated,26340
Nov-2012,Other & not stated,26280
Dec-2012,Other & not stated,20180
Jan-2013,Other & not stated,28810
Feb-2013,Other & not stated,24890
Mar-2013,Other & not stated,24310
Apr-2013,Other & not stated,21820
May-2013,Other & not stated,22300
